Posted On,BHK,Rent,Size,Bathroom,Furnishing Status_Semi-Furnished,Furnishing Status_Unfurnished,Floor Level,Total Floors,Area Type_Carpet Area,Area Type_Super Area,City_Chennai,City_Delhi,City_Hyderabad,City_Kolkata,City_Mumbai,Tenant Preferred_Bachelors/Family,Tenant Preferred_Family,Rent_Log,City,Furnishing Status,Tenant Preferred
2022-06-20,1,6500,400.0,1,False,True,0,3.0,False,True,False,False,False,False,False,True,False,8.77971129020447,Other,Unfurnished,Bachelors/Family
2022-05-18,2,11500,700.0,2,True,False,1,2.0,False,True,False,False,False,False,False,True,False,9.350189267092581,Other,Semi-Furnished,Bachelors/Family
2022-05-10,2,22000,1000.0,2,True,False,2,6.0,True,False,False,False,False,False,False,True,False,9.99884318585288,Other,Semi-Furnished,Bachelors/Family
2022-05-16,1,13000,450.0,1,False,False,3,3.0,True,False,False,False,False,False,False,True,False,9.472781556562168,Other,Furnished,Bachelors/Family
2022-06-16,3,20000,773.0,2,True,False,2,12.0,True,False,False,False,False,False,False,False,False,9.90353755128617,Other,Semi-Furnished,Bachelors
2022-05-27,2,10000,1200.0,2,True,False,1,2.0,False,True,False,False,False,False,False,True,False,9.210440366976517,Other,Semi-Furnished,Bachelors/Family
2022-05-27,2,15000,1000.0,2,False,True,2,3.0,False,True,False,False,False,False,False,True,False,9.61587214452889,Other,Unfurnished,Bachelors/Family
2022-06-10,1,8000,150.0,1,False,True,2,3.0,False,True,False,False,False,False,False,True,False,8.987321812850125,Other,Unfurnished,Bachelors/Family
2022-06-04,2,12000,865.0,2,True,False,1,5.0,False,True,False,False,False,False,False,True,False,9.392745258631441,Other,Semi-Furnished,Bachelors/Family
2022-06-04,1,20000,600.0,1,True,False,1,4.0,False,True,False,False,False,False,False,True,False,9.90353755128617,Other,Semi-Furnished,Bachelors/Family
2022-05-23,2,20000,800.0,1,True,False,2,3.0,False,True,False,False,False,False,False,True,False,9.90353755128617,Other,Semi-Furnished,Bachelors/Family
2022-05-31,1,8000,200.0,1,True,False,0,4.0,False,True,False,False,False,False,False,True,False,8.987321812850125,Other,Semi-Furnished,Bachelors/Family
2022-06-02,1,11000,600.0,2,False,True,1,4.0,True,False,False,False,False,False,False,False,False,9.305741456739435,Other,Unfurnished,Bachelors
2022-06-14,3,40000,1840.0,2,True,False,5,14.0,True,False,False,False,False,False,False,True,False,10.596659732783579,Other,Semi-Furnished,Bachelors/Family
2022-06-04,2,10000,800.0,2,True,False,2,4.0,False,True,False,False,False,False,False,True,False,9.210440366976517,Other,Semi-Furnished,Bachelors/Family
2022-06-20,3,30000,1600.0,2,True,False,2,4.0,True,False,False,False,False,False,False,False,True,10.308985993422082,Other,Semi-Furnished,Family
2022-06-30,2,8000,600.0,1,False,True,1,2.0,False,True,False,False,False,False,False,True,False,8.987321812850125,Other,Unfurnished,Bachelors/Family
2022-06-28,2,15000,1100.0,2,False,True,3,3.0,True,False,False,False,False,False,False,False,False,9.61587214452889,Other,Unfurnished,Bachelors
2022-05-27,2,12000,950.0,2,True,False,1,2.0,False,True,False,False,False,False,False,True,False,9.392745258631441,Other,Semi-Furnished,Bachelors/Family
2022-06-07,2,12000,905.0,2,True,False,3,6.0,False,True,False,False,False,False,False,False,True,9.392745258631441,Other,Semi-Furnished,Family
2022-04-28,3,20000,1200.0,2,True,False,0,1.0,True,False,False,False,False,False,False,False,False,9.90353755128617,Other,Semi-Furnished,Bachelors
2022-06-11,3,13000,1000.0,1,True,False,1,2.0,False,True,False,False,False,False,False,True,False,9.472781556562168,Other,Semi-Furnished,Bachelors/Family
2022-06-05,2,17500,1080.0,2,False,False,1,4.0,False,True,False,False,False,False,False,True,False,9.770013301136158,Other,Furnished,Bachelors/Family
2022-05-10,1,8000,600.0,1,True,False,0,4.0,False,True,False,False,False,False,False,True,False,8.987321812850125,Other,Semi-Furnished,Bachelors/Family
2022-05-31,2,8500,1000.0,2,True,False,0,3.0,False,True,False,False,False,False,False,True,False,9.04793908261736,Other,Semi-Furnished,Bachelors/Family
2022-05-23,1,7500,600.0,1,True,False,1,2.0,False,True,False,False,False,False,False,True,False,8.922791623969637,Other,Semi-Furnished,Bachelors/Family
2022-05-31,2,22000,1100.0,2,True,False,2,5.0,False,True,False,False,False,False,False,True,False,9.99884318585288,Other,Semi-Furnished,Bachelors/Family
2022-06-04,1,6000,300.0,1,False,True,0,2.0,False,True,False,False,False,False,False,True,False,8.699681400989514,Other,Unfurnished,Bachelors/Family
2022-07-04,2,32900,1200.0,1,False,False,3,6.0,True,False,False,False,False,False,False,True,False,10.401258331428318,Other,Furnished,Bachelors/Family
2022-05-23,2,15000,800.0,1,False,False,1,4.0,False,True,False,False,False,False,False,True,False,9.61587214452889,Other,Furnished,Bachelors/Family
2022-05-23,2,10000,535.0,1,False,True,3,4.0,False,True,False,False,False,False,False,True,False,9.210440366976517,Other,Unfurnished,Bachelors/Family
2022-06-15,2,10000,800.0,2,False,True,1,3.0,False,True,False,False,False,False,False,True,False,9.210440366976517,Other,Unfurnished,Bachelors/Family
2022-05-05,3,21000,1159.0,2,False,True,4,5.0,False,True,False,False,False,False,False,True,False,9.952325334619427,Other,Unfurnished,Bachelors/Family
2022-06-02,4,63000,2650.0,5,False,True,16,34.0,True,False,False,False,False,False,False,False,False,11.050905878263567,Other,Unfurnished,Bachelors
2022-05-25,1,6900,50.0,1,True,False,0,4.0,True,False,False,False,False,False,False,False,False,8.839421607620602,Other,Semi-Furnished,Bachelors
2022-05-14,2,14000,700.0,1,False,True,2,3.0,False,True,False,False,False,False,False,True,False,9.546884034617925,Other,Unfurnished,Bachelors/Family
2022-05-31,1,14500,550.0,1,True,False,4,5.0,False,True,False,False,False,False,False,False,False,9.581972891547895,Other,Semi-Furnished,Bachelors
2022-06-04,1,6500,700.0,1,True,False,2,4.0,False,True,False,False,False,False,False,True,False,8.77971129020447,Other,Semi-Furnished,Bachelors/Family
2022-06-23,2,13000,600.0,2,False,True,1,5.0,False,True,False,False,False,False,False,True,False,9.472781556562168,Other,Unfurnished,Bachelors/Family
2022-05-27,2,8000,600.0,1,True,False,1,4.0,False,True,False,False,False,False,False,True,False,8.987321812850125,Other,Semi-Furnished,Bachelors/Family
2022-06-14,2,18000,1000.0,1,True,False,2,4.0,False,True,False,False,False,False,False,True,False,9.798182590890704,Other,Semi-Furnished,Bachelors/Family
2022-05-19,2,20000,1100.0,3,True,False,2,2.0,False,True,False,False,False,False,False,True,False,9.90353755128617,Other,Semi-Furnished,Bachelors/Family
2022-04-28,1,14000,750.0,1,True,False,3,4.0,True,False,False,False,False,False,False,True,False,9.546884034617925,Other,Semi-Furnished,Bachelors/Family
2022-05-23,4,50000,2900.0,4,False,False,5,7.0,False,True,False,False,False,False,False,True,False,10.819798284210286,Other,Furnished,Bachelors/Family
2022-06-25,2,14500,990.0,2,False,True,1,4.0,False,True,False,False,False,False,False,True,False,9.581972891547895,Other,Unfurnished,Bachelors/Family
2022-05-01,2,15000,1300.0,2,False,False,0,2.0,False,True,False,False,False,False,False,True,False,9.61587214452889,Other,Furnished,Bachelors/Family
2022-06-20,1,11500,550.0,1,True,False,2,3.0,True,False,False,False,False,False,False,True,False,9.350189267092581,Other,Semi-Furnished,Bachelors/Family
2022-06-07,3,15000,1360.0,2,True,False,5,9.0,False,True,False,False,False,False,False,True,False,9.61587214452889,Other,Semi-Furnished,Bachelors/Family
2022-06-01,2,12000,600.0,2,True,False,2,4.0,True,False,False,False,False,False,False,False,False,9.392745258631441,Other,Semi-Furnished,Bachelors
2022-05-04,2,18000,1200.0,2,True,False,0,12.0,True,False,False,False,False,False,False,True,False,9.798182590890704,Other,Semi-Furnished,Bachelors/Family
2022-05-14,2,15000,1050.0,2,True,False,1,5.0,False,True,False,False,False,False,False,True,False,9.61587214452889,Other,Semi-Furnished,Bachelors/Family
2022-06-23,2,12000,840.0,2,True,False,2,4.0,False,True,False,False,False,False,False,True,False,9.392745258631441,Other,Semi-Furnished,Bachelors/Family
2022-06-16,2,25000,1050.0,2,True,False,1,5.0,False,True,False,False,False,False,False,True,False,10.12667110305036,Other,Semi-Furnished,Bachelors/Family
2022-05-23,1,10000,500.0,1,False,True,2,3.0,False,True,False,False,False,False,False,True,False,9.210440366976517,Other,Unfurnished,Bachelors/Family
2022-05-23,2,8000,900.0,1,True,False,1,3.0,False,True,False,False,False,False,False,True,False,8.987321812850125,Other,Semi-Furnished,Bachelors/Family
2022-05-22,2,40000,1300.0,2,True,False,2,4.0,True,False,False,False,False,False,False,True,False,10.596659732783579,Other,Semi-Furnished,Bachelors/Family
2022-05-30,2,12000,600.0,1,False,True,2,3.0,False,True,False,False,False,False,False,True,False,9.392745258631441,Other,Unfurnished,Bachelors/Family
2022-05-20,2,16000,900.0,1,True,False,3,5.0,True,False,False,False,False,False,False,True,False,9.680406499268875,Other,Semi-Furnished,Bachelors/Family
2022-05-20,2,23000,1100.0,2,True,False,2,5.0,True,False,False,False,False,False,False,True,False,10.043292972227004,Other,Semi-Furnished,Bachelors/Family
2022-05-20,2,25000,1100.0,2,True,False,2,10.0,True,False,False,False,False,False,False,True,False,10.12667110305036,Other,Semi-Furnished,Bachelors/Family
2022-06-08,1,7000,600.0,1,False,True,2,3.0,False,True,False,False,False,False,False,True,False,8.853808274977197,Other,Unfurnished,Bachelors/Family
2022-05-31,2,17500,1250.0,2,False,True,1,2.0,True,False,False,False,False,False,False,False,False,9.770013301136158,Other,Unfurnished,Bachelors
2022-06-16,1,10000,415.0,1,True,False,3,3.0,True,False,False,False,False,False,False,True,False,9.210440366976517,Other,Semi-Furnished,Bachelors/Family
2022-06-04,3,39000,1200.0,3,False,False,1,4.0,False,True,False,False,False,False,False,True,False,10.571342565808699,Other,Furnished,Bachelors/Family
2022-05-18,3,22000,1200.0,2,False,True,4,4.0,True,False,False,False,False,False,False,False,False,9.99884318585288,Other,Unfurnished,Bachelors
2022-06-23,2,18000,1000.0,2,True,False,2,4.0,False,True,False,False,False,False,False,False,True,9.798182590890704,Other,Semi-Furnished,Family
2022-05-27,2,23000,1300.0,2,False,False,3,4.0,False,True,False,False,False,False,False,True,False,10.043292972227004,Other,Furnished,Bachelors/Family
2022-04-28,2,20000,1150.0,2,False,True,2,4.0,True,False,False,False,False,False,False,True,False,9.90353755128617,Other,Unfurnished,Bachelors/Family
2022-07-04,1,10000,450.0,1,True,False,3,4.0,True,False,False,False,False,False,False,True,False,9.210440366976517,Other,Semi-Furnished,Bachelors/Family
2022-07-04,1,15000,600.0,1,True,False,5,5.0,True,False,False,False,False,False,False,True,False,9.61587214452889,Other,Semi-Furnished,Bachelors/Family
2022-06-04,2,17000,1000.0,2,True,False,3,4.0,False,True,False,False,False,False,False,True,False,9.741027444837728,Other,Semi-Furnished,Bachelors/Family
2022-06-04,3,56000,1900.0,3,False,True,6,16.0,True,False,False,False,False,False,False,False,False,10.933124826700707,Other,Unfurnished,Bachelors
2022-07-06,3,43000,1700.0,3,True,False,3,4.0,True,False,False,False,False,False,False,True,False,10.668978650219241,Other,Semi-Furnished,Bachelors/Family
2022-06-09,2,25000,1100.0,2,True,False,2,5.0,True,False,False,False,False,False,False,True,False,10.12667110305036,Other,Semi-Furnished,Bachelors/Family
2022-05-14,1,9000,500.0,1,True,False,1,3.0,True,False,False,False,False,False,False,True,False,9.105090961257085,Other,Semi-Furnished,Bachelors/Family
2022-07-07,3,31000,1757.0,3,True,False,9,10.0,False,True,False,False,False,False,False,True,False,10.34177474101152,Other,Semi-Furnished,Bachelors/Family
2022-06-19,1,6000,300.0,1,True,False,0,2.0,False,True,False,False,False,False,False,True,False,8.699681400989514,Other,Semi-Furnished,Bachelors/Family
2022-06-12,1,5000,500.0,1,True,False,2,3.0,False,True,False,False,False,False,False,True,False,8.517393171418904,Other,Semi-Furnished,Bachelors/Family
2022-05-11,2,16000,1200.0,2,False,True,0,1.0,False,True,False,False,False,False,False,False,False,9.680406499268875,Other,Unfurnished,Bachelors
2022-07-06,1,20000,800.0,1,True,False,0,5.0,True,False,False,False,False,False,False,False,True,9.90353755128617,Other,Semi-Furnished,Family
2022-05-10,3,28000,1281.0,3,True,False,2,4.0,False,True,False,False,False,False,False,True,False,10.239995502805316,Other,Semi-Furnished,Bachelors/Family
2022-05-23,2,18000,1450.0,2,True,False,0,2.0,True,False,False,False,False,False,False,True,False,9.798182590890704,Other,Semi-Furnished,Bachelors/Family
2022-06-16,1,12000,600.0,1,True,False,3,3.0,False,True,False,False,False,False,False,False,False,9.392745258631441,Other,Semi-Furnished,Bachelors
2022-06-04,2,20000,980.0,2,False,False,3,4.0,False,True,False,False,False,False,False,False,True,9.90353755128617,Other,Furnished,Family
2022-05-23,3,25000,1500.0,3,True,False,1,7.0,False,True,False,False,False,False,False,False,False,10.12667110305036,Other,Semi-Furnished,Bachelors
2022-07-06,3,35000,1800.0,3,True,False,1,1.0,False,True,False,False,False,False,False,True,False,10.463131911491967,Other,Semi-Furnished,Bachelors/Family
2022-07-06,1,7000,400.0,1,False,True,1,2.0,False,True,False,False,False,False,False,True,False,8.853808274977197,Other,Unfurnished,Bachelors/Family
2022-06-22,1,7500,600.0,1,False,True,0,2.0,True,False,False,False,False,False,False,False,False,8.922791623969637,Other,Unfurnished,Bachelors
2022-05-25,2,14000,1100.0,2,True,False,0,2.0,True,False,False,False,False,False,False,True,False,9.546884034617925,Other,Semi-Furnished,Bachelors/Family
2022-05-31,2,20000,1100.0,2,True,False,1,5.0,True,False,False,False,False,False,False,False,False,9.90353755128617,Other,Semi-Furnished,Bachelors
2022-06-12,2,21000,1100.0,2,False,True,2,5.0,True,False,False,False,False,False,False,True,False,9.952325334619427,Other,Unfurnished,Bachelors/Family
2022-05-27,2,15000,700.0,2,True,False,1,2.0,False,True,False,False,False,False,False,True,False,9.61587214452889,Other,Semi-Furnished,Bachelors/Family
2022-06-28,1,5500,600.0,1,False,True,1,2.0,True,False,False,False,False,False,False,False,False,8.612685172875459,Other,Unfurnished,Bachelors
2022-05-23,2,10000,700.0,2,False,True,1,3.0,False,True,False,False,False,False,False,True,False,9.210440366976517,Other,Unfurnished,Bachelors/Family
2022-07-07,1,7000,250.0,1,True,False,1,4.0,False,True,False,False,False,False,False,True,False,8.853808274977197,Other,Semi-Furnished,Bachelors/Family
2022-05-24,2,11500,1200.0,1,True,False,2,3.0,False,True,False,False,False,False,False,True,False,9.350189267092581,Other,Semi-Furnished,Bachelors/Family
2022-04-30,3,22000,1450.0,3,True,False,0,4.0,False,True,False,False,False,False,False,True,False,9.99884318585288,Other,Semi-Furnished,Bachelors/Family
2022-06-30,2,19000,1221.0,2,False,True,2,5.0,True,False,False,False,False,False,False,False,False,9.852246888342531,Other,Unfurnished,Bachelors
2022-04-30,2,15000,1250.0,2,True,False,1,4.0,False,True,False,False,False,False,False,True,False,9.61587214452889,Other,Semi-Furnished,Bachelors/Family
2022-05-01,2,10500,700.0,1,True,False,0,2.0,True,False,False,False,False,False,False,False,True,9.259225769705994,Other,Semi-Furnished,Family
2022-05-19,2,12000,700.0,2,True,False,1,2.0,True,False,False,False,False,False,False,True,False,9.392745258631441,Other,Semi-Furnished,Bachelors/Family
2022-06-23,1,7000,200.0,1,True,False,2,3.0,False,True,False,False,False,False,False,True,False,8.853808274977197,Other,Semi-Furnished,Bachelors/Family
2022-05-27,2,15000,1200.0,2,True,False,0,1.0,True,False,False,False,False,False,False,True,False,9.61587214452889,Other,Semi-Furnished,Bachelors/Family
2022-05-27,2,23000,600.0,2,True,False,3,5.0,False,True,False,False,False,False,False,True,False,10.043292972227004,Other,Semi-Furnished,Bachelors/Family
2022-05-27,1,6500,600.0,1,True,False,3,5.0,False,True,False,False,False,False,False,True,False,8.77971129020447,Other,Semi-Furnished,Bachelors/Family
2022-07-08,3,29000,1800.0,3,True,False,3,4.0,True,False,False,False,False,False,False,True,False,10.275085591132715,Other,Semi-Furnished,Bachelors/Family
2022-05-09,2,12000,900.0,2,False,True,0,2.0,True,False,False,False,False,False,False,True,False,9.392745258631441,Other,Unfurnished,Bachelors/Family
2022-05-17,2,10000,1000.0,2,True,False,2,2.0,False,True,False,False,False,False,False,False,False,9.210440366976517,Other,Semi-Furnished,Bachelors
2022-05-28,2,12500,500.0,2,True,False,1,2.0,True,False,False,False,False,False,False,True,False,9.433563920090563,Other,Semi-Furnished,Bachelors/Family
2022-05-14,3,32000,1800.0,3,True,False,1,4.0,False,True,False,False,False,False,False,True,False,10.373522431293592,Other,Semi-Furnished,Bachelors/Family
2022-05-14,1,8000,416.0,1,False,True,19,20.0,False,True,False,False,False,False,False,True,False,8.987321812850125,Other,Unfurnished,Bachelors/Family
2022-05-25,2,10500,600.0,1,True,False,3,5.0,False,True,False,False,False,False,False,True,False,9.259225769705994,Other,Semi-Furnished,Bachelors/Family
2022-05-23,1,6000,400.0,1,False,True,1,3.0,False,True,False,False,False,False,False,True,False,8.699681400989514,Other,Unfurnished,Bachelors/Family
2022-06-06,3,16000,1200.0,2,True,False,2,3.0,False,True,False,False,False,False,False,True,False,9.680406499268875,Other,Semi-Furnished,Bachelors/Family
2022-06-27,3,45000,1600.0,3,True,False,1,4.0,True,False,False,False,False,False,False,True,False,10.714439990727769,Other,Semi-Furnished,Bachelors/Family
2022-06-16,1,6000,500.0,1,True,False,0,2.0,False,True,False,False,False,False,False,True,False,8.699681400989514,Other,Semi-Furnished,Bachelors/Family
2022-05-23,1,5000,500.0,1,True,False,1,4.0,False,True,False,False,False,False,False,False,True,8.517393171418904,Other,Semi-Furnished,Family
2022-05-01,3,14000,1800.0,3,True,False,5,7.0,False,True,False,False,False,False,False,True,False,9.546884034617925,Other,Semi-Furnished,Bachelors/Family
2022-06-04,2,20000,900.0,2,False,False,0,12.0,True,False,False,False,False,False,False,True,False,9.90353755128617,Other,Furnished,Bachelors/Family
2022-06-16,1,11000,550.0,1,True,False,3,4.0,True,False,False,False,False,False,False,True,False,9.305741456739435,Other,Semi-Furnished,Bachelors/Family
2022-05-27,1,5500,600.0,1,False,True,1,2.0,False,True,False,False,False,False,False,False,False,8.612685172875459,Other,Unfurnished,Bachelors
2022-05-27,3,55000,1800.0,3,False,True,1,4.0,True,False,False,False,False,False,False,False,False,10.915106645867503,Other,Unfurnished,Bachelors
2022-05-23,2,15000,976.0,1,True,False,1,3.0,False,True,False,False,False,False,False,True,False,9.61587214452889,Other,Semi-Furnished,Bachelors/Family
2022-05-31,1,8500,350.0,1,True,False,2,3.0,False,True,False,False,False,False,False,True,False,9.04793908261736,Other,Semi-Furnished,Bachelors/Family
2022-07-02,2,15000,1100.0,2,True,False,0,2.0,True,False,False,False,False,False,False,True,False,9.61587214452889,Other,Semi-Furnished,Bachelors/Family
2022-05-23,2,12000,500.0,1,False,True,2,3.0,False,True,False,False,False,False,False,True,False,9.392745258631441,Other,Unfurnished,Bachelors/Family
2022-05-22,1,7500,600.0,1,True,False,3,3.0,True,False,False,False,False,False,False,False,False,8.922791623969637,Other,Semi-Furnished,Bachelors
2022-06-16,2,16000,1100.0,2,True,False,2,4.0,False,True,False,False,False,False,False,True,False,9.680406499268875,Other,Semi-Furnished,Bachelors/Family
2022-06-16,2,20000,1150.0,2,False,False,2,4.0,True,False,False,False,False,False,False,False,True,9.90353755128617,Other,Furnished,Family
2022-06-16,2,14500,850.0,2,True,False,0,3.0,False,True,False,False,False,False,False,True,False,9.581972891547895,Other,Semi-Furnished,Bachelors/Family
2022-05-24,1,6000,600.0,1,True,False,2,2.0,False,True,False,False,False,False,False,True,False,8.699681400989514,Other,Semi-Furnished,Bachelors/Family
2022-06-02,2,14000,900.0,2,True,False,4,5.0,True,False,False,False,False,False,False,False,False,9.546884034617925,Other,Semi-Furnished,Bachelors
2022-06-20,1,7000,300.0,1,True,False,0,4.0,False,True,False,False,False,False,False,True,False,8.853808274977197,Other,Semi-Furnished,Bachelors/Family
2022-06-22,2,27500,1130.0,2,True,False,2,4.0,False,True,False,False,False,False,False,True,False,10.221977646629885,Other,Semi-Furnished,Bachelors/Family
2022-06-04,2,18000,1200.0,2,False,True,0,3.0,False,True,False,False,False,False,False,True,False,9.798182590890704,Other,Unfurnished,Bachelors/Family
2022-06-23,2,10000,1000.0,2,True,False,1,3.0,False,True,False,False,False,False,False,True,False,9.210440366976517,Other,Semi-Furnished,Bachelors/Family
2022-05-05,3,31000,1700.0,3,False,False,6,9.0,False,True,False,False,False,False,False,False,True,10.34177474101152,Other,Furnished,Family
2022-06-17,2,15000,1100.0,2,True,False,2,4.0,True,False,False,False,False,False,False,True,False,9.61587214452889,Other,Semi-Furnished,Bachelors/Family
2022-05-23,1,11000,300.0,1,True,False,0,4.0,False,True,False,False,False,False,False,True,False,9.305741456739435,Other,Semi-Furnished,Bachelors/Family
2022-06-04,1,4500,600.0,1,False,True,0,3.0,False,True,False,False,False,False,False,True,False,8.412054873292933,Other,Unfurnished,Bachelors/Family
2022-06-20,1,10000,1000.0,2,True,False,0,2.0,False,True,False,False,False,False,False,True,False,9.210440366976517,Other,Semi-Furnished,Bachelors/Family
2022-06-20,2,10000,1200.0,2,False,True,1,2.0,False,True,False,False,False,False,False,True,False,9.210440366976517,Other,Unfurnished,Bachelors/Family
2022-05-27,1,9000,500.0,1,True,False,0,3.0,False,True,False,False,False,False,False,True,False,9.105090961257085,Other,Semi-Furnished,Bachelors/Family
2022-05-10,2,16000,1050.0,2,True,False,1,3.0,False,True,False,False,False,False,False,True,False,9.680406499268875,Other,Semi-Furnished,Bachelors/Family
2022-06-04,1,5000,350.0,1,False,True,2,2.0,True,False,False,False,False,False,False,True,False,8.517393171418904,Other,Unfurnished,Bachelors/Family
2022-06-30,2,10000,1000.0,2,True,False,1,3.0,False,True,False,False,False,False,False,True,False,9.210440366976517,Other,Semi-Furnished,Bachelors/Family
2022-07-04,1,15000,600.0,1,True,False,3,5.0,True,False,False,False,False,False,False,True,False,9.61587214452889,Other,Semi-Furnished,Bachelors/Family
2022-05-19,1,3500,150.0,1,False,True,2,3.0,False,True,False,False,False,False,False,True,False,8.160803920954665,Other,Unfurnished,Bachelors/Family
2022-05-19,2,16000,1400.0,2,False,False,1,2.0,False,True,False,False,False,False,False,True,False,9.680406499268875,Other,Furnished,Bachelors/Family
2022-05-19,2,17000,1387.0,3,True,False,0,4.0,False,True,False,False,False,False,False,True,False,9.741027444837728,Other,Semi-Furnished,Bachelors/Family
2022-05-19,3,30000,1350.0,2,False,False,0,5.0,False,True,False,False,False,False,False,True,False,10.308985993422082,Other,Furnished,Bachelors/Family
2022-06-03,2,12000,1020.0,2,False,True,1,4.0,True,False,False,False,False,False,False,True,False,9.392745258631441,Other,Unfurnished,Bachelors/Family
2022-05-30,1,9000,600.0,1,True,False,2,4.0,True,False,False,False,False,False,False,True,False,9.105090961257085,Other,Semi-Furnished,Bachelors/Family
2022-06-04,1,6000,400.0,1,True,False,3,4.0,False,True,False,False,False,False,False,True,False,8.699681400989514,Other,Semi-Furnished,Bachelors/Family
2022-07-06,1,20000,550.0,1,True,False,2,5.0,True,False,False,False,False,False,False,False,False,9.90353755128617,Other,Semi-Furnished,Bachelors
2022-05-12,3,30000,1400.0,2,False,False,2,4.0,True,False,False,False,False,False,False,True,False,10.308985993422082,Other,Furnished,Bachelors/Family
2022-06-30,2,20000,1050.0,2,True,False,5,5.0,True,False,False,False,False,False,False,True,False,9.90353755128617,Other,Semi-Furnished,Bachelors/Family
2022-07-04,2,15000,800.0,2,False,True,1,5.0,False,True,False,False,False,False,False,True,False,9.61587214452889,Other,Unfurnished,Bachelors/Family
2022-06-04,2,20000,1100.0,2,False,True,1,3.0,False,True,False,False,False,False,False,True,False,9.90353755128617,Other,Unfurnished,Bachelors/Family
2022-06-04,3,25000,1500.0,2,True,False,0,3.0,False,True,False,False,False,False,False,True,False,10.12667110305036,Other,Semi-Furnished,Bachelors/Family
2022-06-19,1,9000,800.0,1,True,False,2,3.0,True,False,False,False,False,False,False,True,False,9.105090961257085,Other,Semi-Furnished,Bachelors/Family
2022-07-08,2,17000,800.0,1,True,False,0,4.0,True,False,False,False,False,False,False,False,False,9.741027444837728,Other,Semi-Furnished,Bachelors
2022-07-04,2,16500,1200.0,2,True,False,2,3.0,False,True,False,False,False,False,False,True,False,9.711176264112805,Other,Semi-Furnished,Bachelors/Family
2022-06-04,1,7000,450.0,1,False,True,2,4.0,False,True,False,False,False,False,False,True,False,8.853808274977197,Other,Unfurnished,Bachelors/Family
2022-05-14,3,30000,1425.0,2,True,False,0,5.0,False,True,False,False,False,False,False,True,False,10.308985993422082,Other,Semi-Furnished,Bachelors/Family
2022-05-05,2,8500,720.0,2,True,False,1,4.0,False,True,False,False,False,False,False,True,False,9.04793908261736,Other,Semi-Furnished,Bachelors/Family
2022-05-05,1,8000,700.0,1,True,False,2,3.0,True,False,False,False,False,False,False,True,False,8.987321812850125,Other,Semi-Furnished,Bachelors/Family
2022-05-11,2,20000,1100.0,2,True,False,2,3.0,False,True,False,False,False,False,False,True,False,9.90353755128617,Other,Semi-Furnished,Bachelors/Family
2022-05-23,3,30000,1645.0,3,True,False,6,12.0,True,False,False,False,False,False,False,True,False,10.308985993422082,Other,Semi-Furnished,Bachelors/Family
2022-06-04,1,7000,500.0,1,False,True,2,3.0,False,True,False,False,False,False,False,True,False,8.853808274977197,Other,Unfurnished,Bachelors/Family
2022-06-12,2,10000,600.0,2,False,False,4,5.0,False,True,False,False,False,False,False,True,False,9.210440366976517,Other,Furnished,Bachelors/Family
2022-05-10,1,5000,600.0,1,True,False,1,3.0,False,True,False,False,False,False,False,True,False,8.517393171418904,Other,Semi-Furnished,Bachelors/Family
2022-06-20,3,30000,1893.0,4,True,False,0,18.0,False,True,False,False,False,False,False,False,False,10.308985993422082,Other,Semi-Furnished,Bachelors
2022-06-20,1,6500,450.0,1,False,True,1,4.0,False,True,False,False,False,False,False,False,False,8.77971129020447,Other,Unfurnished,Bachelors
2022-06-20,1,10000,650.0,1,True,False,4,4.0,True,False,False,False,False,False,False,False,False,9.210440366976517,Other,Semi-Furnished,Bachelors
2022-06-20,1,18000,400.0,1,False,True,0,3.0,True,False,False,False,False,False,False,False,False,9.798182590890704,Other,Unfurnished,Bachelors
2022-07-06,2,30000,1296.0,2,True,False,9,22.0,True,False,False,False,False,False,False,True,False,10.308985993422082,Other,Semi-Furnished,Bachelors/Family
2022-06-30,2,20000,1000.0,2,True,False,4,5.0,True,False,False,False,False,False,False,False,False,9.90353755128617,Other,Semi-Furnished,Bachelors
2022-07-09,1,16500,600.0,1,False,True,4,5.0,True,False,False,False,False,False,False,False,False,9.711176264112805,Other,Unfurnished,Bachelors
2022-06-06,1,15000,600.0,1,False,False,3,3.0,False,True,False,False,False,False,False,True,False,9.61587214452889,Other,Furnished,Bachelors/Family
2022-05-24,2,15000,1000.0,1,True,False,0,2.0,False,True,False,False,False,False,False,True,False,9.61587214452889,Other,Semi-Furnished,Bachelors/Family
2022-06-04,1,22000,455.0,1,True,False,2,5.0,True,False,False,False,False,False,False,True,False,9.99884318585288,Other,Semi-Furnished,Bachelors/Family
2022-06-22,2,9750,575.0,2,True,False,0,2.0,True,False,False,False,False,False,False,False,False,9.18512512283512,Other,Semi-Furnished,Bachelors
2022-04-29,2,23000,1066.0,2,False,True,3,4.0,False,True,False,False,False,False,False,True,False,10.043292972227004,Other,Unfurnished,Bachelors/Family
2022-05-10,2,12000,850.0,1,True,False,3,4.0,False,True,False,False,False,False,False,True,False,9.392745258631441,Other,Semi-Furnished,Bachelors/Family
2022-07-06,3,60000,1550.0,3,True,False,2,5.0,True,False,False,False,False,False,False,True,False,11.002116507732017,Other,Semi-Furnished,Bachelors/Family
2022-05-05,2,11000,1000.0,2,True,False,2,4.0,False,True,False,False,False,False,False,True,False,9.305741456739435,Other,Semi-Furnished,Bachelors/Family
